index,value
649,2079
650,2084
651,2079
652,2087
653,2085
654,2093
655,2085
656,2083
657,2083
658,2077
659,2079
660,2084
661,2107
662,2088
663,2085
664,2055
665,2103
666,2039
667,2089
668,2069
669,2077
670,2079
671,2086
672,2083
673,2083
674,2085
675,2084
676,2083
677,2083
678,2085
679,2084
680,2085
681,2083
682,2085
683,2087
684,2084
685,2085
686,2083
687,2088
688,2085
689,2083
690,2083
691,2085
692,2085
693,2083
694,2085
695,2087
696,2079
697,2078
698,2084
699,2083
700,2078
701,2086
702,2079
703,2083
704,2100
705,2083
706,2084
707,2085
708,2085
709,2085
710,2085
711,2085
712,2083
713,2079
714,2085
715,2085
716,2083
717,2083
718,2069
719,2083
720,2083
721,2084
722,2085
723,2084
724,2083
725,2091
726,2085
727,2079
728,2083
729,2095
730,2086
731,2084
732,2084
733,2086
734,2086
735,2087
736,2085
737,2070
738,2088
739,2077
740,2085
741,2124
742,2085
743,2083
744,2083
745,2079
746,2084
747,2083
748,2078
749,2085
750,2079
751,2083
752,2085
753,2079
754,2083
755,2085
756,2083
757,2083
758,2085
759,2086
760,2085
761,2085
762,2085
763,2085
764,2079
765,2083
766,2087
767,2083
768,2079
769,2083
770,2087
771,2085
772,2085
773,2087
774,2083
775,2077
776,2077
777,2083
778,2079
779,2083
780,2085
781,2079
782,2077
783,2084
784,2077
785,2084
786,2124
787,2088
788,2085
789,2085
790,2078
791,2085
792,2083
793,2083
794,2085
795,2087
796,2083
797,2080
798,2083
799,2080
800,2087
801,2085
802,2084
803,2085
804,2085
805,2079
806,2085
807,2083
808,2085
809,2086
810,2083
811,2085
812,2083
813,2079
814,2079
815,2079
816,2087
817,2085
818,2084
819,2085
820,2087
821,2079
822,2078
823,2079
824,2083
825,2133
826,2084
827,2085
828,2083
829,2080
830,2077
831,2079
832,2090
833,2085
834,2078
835,2084
836,2085
837,2085
838,2077
839,2084
840,2079
841,2085
842,2077
843,2087
844,2085
845,2078
846,2084
847,2083
848,2088
849,2079
850,2089
851,2083
852,2077
853,2079
854,2077
855,2087
856,2087
857,2085
858,2087
859,2086
860,2109
861,2085
862,2022
863,2085
864,2083
865,2087
866,2025
867,2079
868,2079
869,2085
870,2035
871,2085
872,2083
873,2078
874,2078
875,2084
876,2084
877,2079
878,2086
879,2083
880,2087
881,2077
882,2078
883,2083
884,2077
885,2077
886,2078
887,2085
888,2083
889,2083
890,2079
891,2079
892,2087
893,2075
894,2079
895,2078
896,2079
897,2075
898,2079
899,2079
900,2087
901,2085
902,2085
903,2087
904,2083
905,2083
906,2086
907,2077
908,2085
909,2088
910,2077
911,2077
912,2083
913,2077
914,2083
915,2087
916,2085
917,2079
918,2083
919,2087
920,2085
921,2086
922,2086
923,2085
924,2078
925,2083
926,2087
927,2084
928,2076
929,2077
930,2077
931,2079
932,2084
933,2079
934,2084
935,2087
936,2079
937,2076
938,2085
939,2083
940,2076
941,2083
942,2085
943,2079
944,2085
945,2083
946,2079
947,2083
948,2087
949,2088
950,2079
951,2084
952,2079
953,2086
954,2059
955,2084
956,2079
957,2083
958,2091
959,2077
960,2079
961,2077
962,2092
963,2089
964,2085
965,2088
966,2086
967,2074
968,2085
969,2087
970,2085
971,2083
972,2077
973,2079
974,2077
975,2087
976,2083
977,2079
978,2093
979,2083
980,2085
981,2077
982,2079
983,2084
984,2085
985,2083
986,2084
987,2082
988,2086
989,2087
990,2079
991,2078
992,2082
993,2077
994,2087
995,2079
996,2079
997,2085
998,2077
999,2079
1000,2083
1001,2079
1002,2077
1003,2079
1004,2073
1005,2083
1006,2078
1007,2079
1008,2085
1009,2079
1010,2076
1011,2084
1012,2075
1013,2076
1014,2084
1015,2079
1016,2084
1017,2075
1018,2079
1019,2083
1020,2085
1021,2079
1022,2077
1023,2084
1024,2078
1025,2076
1026,2076
1027,2070
1028,2077
1029,2079
1030,2079
1031,2072
1032,2083
1033,2075
1034,2079
1035,2079
1036,2079
1037,2079
1038,2072
1039,2075
1040,2075
1041,2075
1042,2074
1043,2075
1044,2075
1045,2074
1046,2071
1047,2071
1048,2072
1049,2071
1050,2072
1051,2076
1052,2063
1053,2072
1054,2077
1055,2069
1056,2066
1057,2067
1058,2065
1059,2066
1060,2065
1061,2057
1062,2057
1063,2058
1064,2056
1065,2061
1066,2057
1067,2044
1068,2052
1069,2053
1070,2053
1071,2055
1072,2055
1073,2042
1074,2039
1075,2037
1076,2037
1077,2041
1078,2034
1079,2029
1080,2032
1081,2021
1082,2021
1083,2025
1084,2025
1085,2021
1086,2011
1087,2023
1088,2015
1089,2019
1090,2023
1091,2023
1092,2017
1093,2025
1094,2013
1095,2014
1096,2009
1097,2009
1098,2012
1099,2007
1100,2011
1101,1995
1102,1997
1103,1997
1104,2009
1105,2003
1106,1999
1107,2003
1108,1999
1109,1996
1110,1997
1111,1992
1112,1996
1113,1993
1114,1991
1115,1989
1116,1992
1117,1979
1118,1980
1119,1983
1120,1946
1121,1975
1122,1967
1123,1971
1124,1965
1125,1963
1126,1951
1127,1959
1128,1958
1129,1951
1130,1957
1131,1948
1132,1948
1133,1945
1134,1944
1135,1948
1136,1949
1137,1938
1138,1939
1139,1938
1140,1932
1141,1933
1142,1956
1143,1928
1144,1967
1145,1925
1146,1908
1147,1908
1148,1908
1149,1911
1150,1912
1151,1903
1152,1907
1153,1899
1154,1901
1155,1893
1156,1891
1157,1885
1158,1885
1159,1877
1160,1880
1161,1875
1162,1877
1163,1881
1164,1871
1165,1877
1166,1867
1167,1865
1168,1853
1169,1863
1170,1863
1171,1855
1172,1855
1173,1835
1174,1849
1175,1851
1176,1847
1177,1837
1178,1847
1179,1828
1180,1829
1181,1823
1182,1827
1183,1821
1184,1820
1185,1814
1186,1809
1187,1811
1188,1815
1189,1805
1190,1819
1191,1805
1192,1801
1193,1791
1194,1789
1195,1785
1196,1779
1197,1781
1198,1773
1199,1780
1200,1781
1201,1767
1202,1765
1203,1753
1204,1759
1205,1765
1206,1754
1207,1753
1208,1751
1209,1753
1210,1753
1211,1748
1212,1749
1213,1749
1214,1739
1215,1734
1216,1727
1217,1719
1218,1727
1219,1715
1220,1715
1221,1719
1222,1709
1223,1705
1224,1715
1225,1715
1226,1715
1227,1703
1228,1675
1229,1703
1230,1673
1231,1695
1232,1755
1233,1701
1234,1689
1235,1693
1236,1703
1237,1689
1238,1692
1239,1683
1240,1683
1241,1682
1242,1678
1243,1679
1244,1676
1245,1685
1246,1671
1247,1675
1248,1671
1249,1669
1250,1663
1251,1667
1252,1655
1253,1655
1254,1643
1255,1656
1256,1653
1257,1645
1258,1643
1259,1647
1260,1643
1261,1641
1262,1643
1263,1645
1264,1643
1265,1639
1266,1629
1267,1640
1268,1629
1269,1639
1270,1625
1271,1629
1272,1629
1273,1624
1274,1623
1275,1629
1276,1622
1277,1624
1278,1621
1279,1621
1280,1611
1281,1621
1282,1619
1283,1545
1284,1611
1285,1613
1286,1604
1287,1611
1288,1607
1289,1609
1290,1611
1291,1591
1292,1604
1293,1595
1294,1599
1295,1605
1296,1599
1297,1596
1298,1595
1299,1593
1300,1595
1301,1593
1302,1583
1303,1589
1304,1573
1305,1597
1306,1593
1307,1588
1308,1583
1309,1579
1310,1576
1311,1573
1312,1577
1313,1571
1314,1573
1315,1571
1316,1570
1317,1565
1318,1560
1319,1562
1320,1562
1321,1565
1322,1565
1323,1564
1324,1559
1325,1558
1326,1555
1327,1561
1328,1562
1329,1558
1330,1557
1331,1567
1332,1553
1333,1549
1334,1560
1335,1555
1336,1541
1337,1551
1338,1553
1339,1553
1340,1545
1341,1545
1342,1545
1343,1545
1344,1547
1345,1540
1346,1531
1347,1529
1348,1531
1349,1530
1350,1526
1351,1532
1352,1527
1353,1526
1354,1523
1355,1517
1356,1516
1357,1516
1358,1512
1359,1501
1360,1513
1361,1495
1362,1501
1363,1499
1364,1495
1365,1500
1366,1495
1367,1499
1368,1497
1369,1497
1370,1493
1371,1493
1372,1493
1373,1486
1374,1491
1375,1483
1376,1491
1377,1465
1378,1483
1379,1519
1380,1485
1381,1480
1382,1477
1383,1469
1384,1465
1385,1469
1386,1469
1387,1459
1388,1467
1389,1455
1390,1463
1391,1467
1392,1467
1393,1459
1394,1447
1395,1447
1396,1454
1397,1453
1398,1450
1399,1453
1400,1445
1401,1453
1402,1447
1403,1439
1404,1447
1405,1449
1406,1443
1407,1443
1408,1447
1409,1436
1410,1453
1411,1443
1412,1442
1413,1437
1414,1437
1415,1447
1416,1436
1417,1432
1418,1430
1419,1429
1420,1433
1421,1429
1422,1444
1423,1426
1424,1431
1425,1429
1426,1423
1427,1427
1428,1425
1429,1421
1430,1423
1431,1416
1432,1415
1433,1414
1434,1414
1435,1417
1436,1407
1437,1407
1438,1415
1439,1404
1440,1379
1441,1405
1442,1367
1443,1401
1444,1413
1445,1408
1446,1399
1447,1398
1448,1399
1449,1399
1450,1421
1451,1396
1452,1369
1453,1395
1454,1429
1455,1397
1456,1379
1457,1394
1458,1342
1459,1383
1460,1405
1461,1389
1462,1382
1463,1388
1464,1386
1465,1391
1466,1389
1467,1383
1468,1387
1469,1386
1470,1383
1471,1382
1472,1382
1473,1391
1474,1381
1475,1373
1476,1385
1477,1373
1478,1377
1479,1374
1480,1375
1481,1379
1482,1369
1483,1372
1484,1373
1485,1371
1486,1375
1487,1371
1488,1372
1489,1368
1490,1372
1491,1379
1492,1371
1493,1368
1494,1367
1495,1375
1496,1366
1497,1369
1498,1363
1499,1369
1500,1365
1501,1365
1502,1365
1503,1369
1504,1359
1505,1370
1506,1363
1507,1367
1508,1363
1509,1363
1510,1367
1511,1363
1512,1368
1513,1365
1514,1363
1515,1367
1516,1359
1517,1353
1518,1365
1519,1359
1520,1349
1521,1365
1522,1363
1523,1383
1524,1362
1525,1364
1526,1355
1527,1363
1528,1367
1529,1382
1530,1368
1531,1390
1532,1363
1533,1330
1534,1357
1535,1363
1536,1363
1537,1363
1538,1365
1539,1363
1540,1358
1541,1363
1542,1369
1543,1363
1544,1363
1545,1367
1546,1357
1547,1361
1548,1358
1549,1365
1550,1348
1551,1355
1552,1362
1553,1367
1554,1369
1555,1367
1556,1356
1557,1369
1558,1365
1559,1363
1560,1365
1561,1285
1562,1363
1563,1359
1564,1366
1565,1355
1566,1365
1567,1369
1568,1367
1569,1363
1570,1370
1571,1367
1572,1364
1573,1369
1574,1369
1575,1369
1576,1370
1577,1365
1578,1365
1579,1371
1580,1371
1581,1369
1582,1375
1583,1373
1584,1371
1585,1389
1586,1375
1587,1381
1588,1375
1589,1380
1590,1379
1591,1381
1592,1387
1593,1381
1594,1379
1595,1384
1596,1389
1597,1391
1598,1359
1599,1391
1600,1400
1601,1399
1602,1395
1603,1395
1604,1399
1605,1405
1606,1397
1607,1414
1608,1407
1609,1415
1610,1415
1611,1422
1612,1417
1613,1415
1614,1417
1615,1422
1616,1420
1617,1427
1618,1416
1619,1433
1620,1429
1621,1431
1622,1429
1623,1428
1624,1468
1625,1433
1626,1437
1627,1443
1628,1439
1629,1443
1630,1445
1631,1447
1632,1446
1633,1445
1634,1452
1635,1451
1636,1453
1637,1443
1638,1456
1639,1469
1640,1465
1641,1467
1642,1467
1643,1471
1644,1479
1645,1481
1646,1486
1647,1485
1648,1429
1649,1483
1650,1497
1651,1491
1652,1491
1653,1497
1654,1498
1655,1498
1656,1500
1657,1518
1658,1515
1659,1519
1660,1533
1661,1531
1662,1533
1663,1531
1664,1529
1665,1544
1666,1547
1667,1544
1668,1557
1669,1553
1670,1559
1671,1559
1672,1566
1673,1575
1674,1566
1675,1567
1676,1562
1677,1567
1678,1577
1679,1583
1680,1587
1681,1583
1682,1595
1683,1589
1684,1605
1685,1592
1686,1608
1687,1583
1688,1609
1689,1597
1690,1621
1691,1619
1692,1624
1693,1631
1694,1635
1695,1628
1696,1634
1697,1639
1698,1639
1699,1640
1700,1643
1701,1655
1702,1654
1703,1658
1704,1651
1705,1661
1706,1670
1707,1675
1708,1675
1709,1682
1710,1687
1711,1693
1712,1701
1713,1701
1714,1700
1715,1700
1716,1700
1717,1692
1718,1699
1719,1708
1720,1711
1721,1709
1722,1721
1723,1719
1724,1711
1725,1738
1726,1746
1727,1749
1728,1750
1729,1756
1730,1751
1731,1747
1732,1763
1733,1757
1734,1766
1735,1752
1736,1768
1737,1775
1738,1767
1739,1771
1740,1774
1741,1780
1742,1785
1743,1789
1744,1787
1745,1797
1746,1800
1747,1807
1748,1800
1749,1813
1750,1807
1751,1813
1752,1823
1753,1819
1754,1815
1755,1819
1756,1821
1757,1834
1758,1834
1759,1845
1760,1847
1761,1849
1762,1845
1763,1851
1764,1865
1765,1866
1766,1866
1767,1875
1768,1866
1769,1869
1770,1867
1771,1873
1772,1941
1773,1881
1774,1889
1775,1886
1776,1886
1777,1890
1778,1893
1779,1903
1780,1903
1781,1898
1782,1907
1783,1913
1784,1912
1785,1907
1786,1906
1787,1911
1788,1925
1789,1927
1790,1925
1791,1941
1792,1939
1793,1939
1794,1938
1795,1946
1796,1947
1797,1947
1798,1949
1799,1947
1800,1961
1801,1963
1802,1966
1803,1975
1804,1965
1805,1976
1806,1980
1807,1983
1808,1990
1809,1992
1810,1989
1811,1995
1812,1993
1813,2005
1814,1968
1815,2003
1816,1994
1817,2003
1818,2007
1819,2009
1820,2009
1821,2015
1822,2022
1823,2017
1824,2019
1825,2011
1826,2019
1827,2019
1828,2028
1829,2027
1830,2041
1831,2039
1832,2045
1833,2039
1834,2053
1835,2056
1836,2059
1837,2059
1838,2067
1839,2055
1840,2067
1841,2069
1842,2075
1843,2079
1844,2078
1845,2075
1846,2083
1847,2083
1848,2085
1849,2091
1850,2093
1851,2087
1852,2093
1853,2101
1854,2095
1855,2103
1856,2073
1857,2109
1858,2103
1859,2105
1860,2117
1861,2109
1862,2111
1863,2117
1864,2117
1865,2119
1866,2125
1867,2127
1868,2135
1869,2125
1870,2137
1871,2155
1872,2141
1873,2148
1874,2150
1875,2155
1876,2155
1877,2157
1878,2163
1879,2159
1880,2166
1881,2167
1882,2169
1883,2167
1884,2169
1885,2172
1886,2174
1887,2184
1888,2173
1889,2175
1890,2186
1891,2185
1892,2199
1893,2197
1894,2197
1895,2199
1896,2201
1897,2205
1898,2205
1899,2199
1900,2213
1901,2207
1902,2214
1903,2223
1904,2222
1905,2217
1906,2235
1907,2221
1908,2227
1909,2234
1910,2207
1911,2240
1912,2239
1913,2237
1914,2245
1915,2240
1916,2249
1917,2252
1918,2251
1919,2213
1920,2259
1921,2259
1922,2265
1923,2269
1924,2264
1925,2269
1926,2271
1927,2277
1928,2273
1929,2283
1930,2312
1931,2283
1932,2293
1933,2288
1934,2295
1935,2295
1936,2297
1937,2291
1938,2309
1939,2303
1940,2311
1941,2311
1942,2303
1943,2304
1944,2315
1945,2294
1946,2316
1947,2333
1948,2333
1949,2332
1950,2333
1951,2339
1952,2345
1953,2349
1954,2347
1955,2339
1956,2351
1957,2355
1958,2341
1959,2361
1960,2358
1961,2365
1962,2366
1963,2366
1964,2365
1965,2367
1966,2375
1967,2367
1968,2379
1969,2387
1970,2381
1971,2388
1972,2387
1973,2393
1974,2397
1975,2403
1976,2397
1977,2399
1978,2403
1979,2411
1980,2415
1981,2415
1982,2421
1983,2419
1984,2407
1985,2407
1986,2427
1987,2425
1988,2423
1989,2442
1990,2429
1991,2427
1992,2441
1993,2440
1994,2453
1995,2427
1996,2457
1997,2452
1998,2447
1999,2460
2000,2460
2001,2469
2002,2467
2003,2460
2004,2469
2005,2463
2006,2470
2007,2479
2008,2477
2009,2485
2010,2483
2011,2485
2012,2486
2013,2493
2014,2489
2015,2496
2016,2505
2017,2505
2018,2501
2019,2507
2020,2509
2021,2508
2022,2509
2023,2509
2024,2519
2025,2517
2026,2511
2027,2523
2028,2511
2029,2515
2030,2525
2031,2521
2032,2526
2033,2529
2034,2533
2035,2549
2036,2538
2037,2542
2038,2543
2039,2549
2040,2553
2041,2553
2042,2591
2043,2564
2044,2569
2045,2555
2046,2573
2047,2572
2048,2570
2049,2569
2050,2573
2051,2571
2052,2568
2053,2584
2054,2568
2055,2571
2056,2583
2057,2572
2058,2569
2059,2578
2060,2581
2061,2580
2062,2579
2063,2585
2064,2509
2065,2582
2066,2599
2067,2600
2068,2598
2069,2595
2070,2604
2071,2608
2072,2600
2073,2603
2074,2595
2075,2605
2076,2613
2077,2616
2078,2614
2079,2617
2080,2617
2081,2615
2082,2619
2083,2620
2084,2633
2085,2585
2086,2623
2087,2636
2088,2633
2089,2647
2090,2635
2091,2633
2092,2635
2093,2635
2094,2631
2095,2635
2096,2686
2097,2639
2098,2647
2099,2644
2100,2648
2101,2651
2102,2647
2103,2639
2104,2639
2105,2647
2106,2643
2107,2641
2108,2651
2109,2645
2110,2657
2111,2648
2112,2653
2113,2654
2114,2655
2115,2652
2116,2653
2117,2651
2118,2651
2119,2665
2120,2653
2121,2661
2122,2662
2123,2660
2124,2660
2125,2661
2126,2655
2127,2637
2128,2683
2129,2663
2130,2667
2131,2673
2132,2665
2133,2666
2134,2665
2135,2664
2136,2679
2137,2669
2138,2672
2139,2669
2140,2669
2141,2671
2142,2677
2143,2671
2144,2678
2145,2663
2146,2696
2147,2671
2148,2667
2149,2715
2150,2664
2151,2675
2152,2667
2153,2696
2154,2674
2155,2677
2156,2672
2157,2675
2158,2708
2159,2662
2160,2669
2161,2669
2162,2669
2163,2669
2164,2709
2165,2679
2166,2676
2167,2666
2168,2670
2169,2674
2170,2663
2171,2669
2172,2675
2173,2719
2174,2671
2175,2677
2176,2667
2177,2665
2178,2677
2179,2676
2180,2632
2181,2679
2182,2675
2183,2675
2184,2679
2185,2681
2186,2602
2187,2669
2188,2671
2189,2670
2190,2621
2191,2669
2192,2687
2193,2675
2194,2676
2195,2664
2196,2675
2197,2687
2198,2675
2199,2680
2200,2669
2201,2681
2202,2679
2203,2671
2204,2675
2205,2685
2206,2669
2207,2695
2208,2678
2209,2664
2210,2675
2211,2683
2212,2677
2213,2669
2214,2681
2215,2675
2216,2668
2217,2669
2218,2668
2219,2663
2220,2766
2221,2676
2222,2659
2223,2661
2224,2665
2225,2664
2226,2671
2227,2669
2228,2663
2229,2683
2230,2665
2231,2651
2232,2661
2233,2663
2234,2655
2235,2607
2236,2663
2237,2659
2238,2651
2239,2655
2240,2655
2241,2649
2242,2653
2243,2653
2244,2649
2245,2648
2246,2653
2247,2649
2248,2652
2249,2639
2250,2579
2251,2646
2252,2633
2253,2635
2254,2646
2255,2641
2256,2675
2257,2643
2258,2651
2259,2641
2260,2638
2261,2641
2262,2643
2263,2641
2264,2635
2265,2637
2266,2643
2267,2637
2268,2635
2269,2577
2270,2641
2271,2636
2272,2629
2273,2629
2274,2635
2275,2643
2276,2621
2277,2556
2278,2620
2279,2615
2280,2619
2281,2615
2282,2612
2283,2603
2284,2607
2285,2607
2286,2603
2287,2603
2288,2596
2289,2597
2290,2585
2291,2591
2292,2590
2293,2583
2294,2588
2295,2571
2296,2571
2297,2571
2298,2597
2299,2580
2300,2569
2301,2571
2302,2573
2303,2573
2304,2581
2305,2567
2306,2571
2307,2571
2308,2575
2309,2556
2310,2556
2311,2567
2312,2554
2313,2557
2314,2547
2315,2542
2316,2543
2317,2547
2318,2540
2319,2535
2320,2536
2321,2532
2322,2522
2323,2520
2324,2516
2325,2518
2326,2476
2327,2515
2328,2515
2329,2516
2330,2517
2331,2508
2332,2513
2333,2507
2334,2505
2335,2507
2336,2503
2337,2495
2338,2502
2339,2493
2340,2489
2341,2491
2342,2487
2343,2483
2344,2491
2345,2477
2346,2472
2347,2472
2348,2471
2349,2467
2350,2460
2351,2459
2352,2459
2353,2455
2354,2459
2355,2451
2356,2451
2357,2440
2358,2440
2359,2441
2360,2439
2361,2437
2362,2429
2363,2426
2364,2425
2365,2427
2366,2421
2367,2421
2368,2419
2369,2406
2370,2409
2371,2420
2372,2403
2373,2405
2374,2388
2375,2393
2376,2389
2377,2392
2378,2387
2379,2381
2380,2378
2381,2381
2382,2375
2383,2376
2384,2364
2385,2367
2386,2356
2387,2327
2388,2355
2389,2361
2390,2357
2391,2349
2392,2349
2393,2347
2394,2346
2395,2334
2396,2341
2397,2333
2398,2343
2399,2341
2400,2317
2401,2317
2402,2325
2403,2323
2404,2309
2405,2312
2406,2301
2407,2303
2408,2296
2409,2298
2410,2296
2411,2359
2412,2291
2413,2287
2414,2283
2415,2275
2416,2277
2417,2275
2418,2263
2419,2271
2420,2269
2421,2264
2422,2250
2423,2261
2424,2203
2425,2253
2426,2251
2427,2247
2428,2251
2429,2236
2430,2239
2431,2232
2432,2227
2433,2222
2434,2233
2435,2227
2436,2221
2437,2215
2438,2213
2439,2207
2440,2205
2441,2203
2442,2204
2443,2199
2444,2200
2445,2199
2446,2196
2447,2183
2448,2239
2449,2187
2450,2183
2451,2175
2452,2169
2453,2165
2454,2168
2455,2167
2456,2168
2457,2164
2458,2160
2459,2157
2460,2150
2461,2141
2462,2149
2463,2147
2464,2143
2465,2136
2466,2133
2467,2130
2468,2130
2469,2111
2470,2117
2471,2111
2472,2111
2473,2107
2474,2104
2475,2117
2476,2133
2477,2107
2478,2095
2479,2094
2480,2089
2481,2086
2482,2090
2483,2087
2484,2086
2485,2086
2486,2087
2487,2085
2488,2071
2489,2072
2490,2072
2491,2084
2492,2072
2493,2065
2494,2065
2495,2059
2496,2057
2497,2057
