index,value
2498,2044
2499,2044
2500,2045
2501,2039
2502,2039
2503,2025
2504,2039
2505,2025
2506,2093
2507,2013
2508,2020
2509,2023
2510,2019
2511,2019
2512,2011
2513,2019
2514,2009
2515,2011
2516,2003
2517,2023
2518,1993
2519,1993
2520,1996
2521,2002
2522,2003
2523,2002
2524,1981
2525,2001
2526,1988
2527,1981
2528,1973
2529,1981
2530,1981
2531,1963
2532,1971
2533,1966
2534,1967
2535,1967
2536,1959
2537,1963
2538,1949
2539,1955
2540,1956
2541,1944
2542,1947
2543,1971
2544,1943
2545,1944
2546,1943
2547,1939
2548,1919
2549,1932
2550,1929
2551,1925
2552,1930
2553,1919
2554,1919
2555,1912
2556,1939
2557,1909
2558,1911
2559,1911
2560,1901
2561,1897
2562,1907
2563,1907
2564,1901
2565,1903
2566,1899
2567,1890
2568,1896
2569,1896
2570,1893
2571,1892
2572,1879
2573,1880
2574,1879
2575,1881
2576,1879
2577,1880
2578,1867
2579,1874
2580,1883
2581,1866
2582,1867
2583,1867
2584,1867
2585,1867
2586,1862
2587,1863
2588,1853
2589,1867
2590,1861
2591,1852
2592,1855
2593,1843
2594,1848
2595,1849
2596,1839
2597,1843
2598,1845
2599,1819
2600,1843
2601,1843
2602,1839
2603,1837
2604,1843
2605,1829
2606,1835
2607,1817
2608,1833
2609,1821
2610,1817
2611,1819
2612,1815
2613,1813
2614,1830
2615,1811
2616,1803
2617,1813
2618,1807
2619,1805
2620,1806
2621,1803
2622,1801
2623,1797
2624,1800
2625,1781
2626,1787
2627,1775
2628,1787
2629,1771
2630,1783
2631,1782
2632,1775
2633,1783
2634,1784
2635,1779
2636,1774
2637,1767
2638,1765
2639,1765
2640,1763
2641,1765
2642,1767
2643,1765
2644,1757
2645,1755
2646,1757
2647,1757
2648,1755
2649,1758
2650,1751
2651,1747
2652,1751
2653,1751
2654,1751
2655,1751
2656,1747
2657,1747
2658,1741
2659,1743
2660,1737
2661,1736
2662,1725
2663,1724
2664,1721
2665,1715
2666,1725
2667,1715
2668,1711
2669,1716
2670,1719
2671,1717
2672,1706
2673,1660
2674,1709
2675,1705
2676,1702
2677,1695
2678,1701
2679,1687
2680,1695
2681,1701
2682,1688
2683,1693
2684,1699
2685,1695
2686,1692
2687,1691
2688,1685
2689,1689
2690,1687
2691,1688
2692,1677
2693,1685
2694,1688
2695,1683
2696,1681
2697,1682
2698,1677
2699,1675
2700,1676
2701,1675
2702,1661
2703,1663
2704,1671
2705,1669
2706,1653
2707,1652
2708,1653
2709,1641
2710,1653
2711,1659
2712,1656
2713,1653
2714,1647
2715,1651
2716,1644
2717,1647
2718,1647
2719,1651
2720,1639
2721,1641
2722,1636
2723,1640
2724,1635
2725,1639
2726,1639
2727,1643
2728,1636
2729,1624
2730,1625
2731,1624
2732,1627
2733,1628
2734,1633
2735,1621
2736,1622
2737,1621
2738,1630
2739,1621
2740,1621
2741,1623
2742,1620
2743,1619
2744,1619
2745,1621
2746,1613
2747,1623
2748,1610
2749,1610
2750,1613
2751,1613
2752,1573
2753,1611
2754,1605
2755,1607
2756,1613
2757,1609
2758,1609
2759,1603
2760,1599
2761,1593
2762,1604
2763,1607
2764,1611
2765,1599
2766,1599
2767,1597
2768,1597
2769,1592
2770,1591
2771,1595
2772,1589
2773,1588
2774,1592
2775,1583
2776,1587
2777,1592
2778,1577
2779,1581
2780,1583
2781,1579
2782,1577
2783,1576
2784,1575
2785,1545
2786,1576
2787,1575
2788,1563
2789,1567
2790,1561
2791,1561
2792,1564
2793,1572
2794,1565
2795,1559
2796,1566
2797,1564
2798,1559
2799,1572
2800,1563
2801,1557
2802,1565
2803,1565
2804,1563
2805,1565
2806,1561
2807,1563
2808,1561
2809,1559
2810,1557
2811,1559
2812,1558
2813,1557
2814,1560
2815,1555
2816,1549
2817,1557
2818,1553
2819,1546
2820,1549
2821,1561
2822,1555
2823,1549
2824,1551
2825,1553
2826,1554
2827,1553
2828,1554
2829,1549
2830,1548
2831,1553
2832,1547
2833,1551
2834,1544
2835,1545
2836,1549
2837,1545
2838,1553
2839,1553
2840,1530
2841,1532
2842,1544
2843,1543
2844,1542
2845,1543
2846,1545
2847,1541
2848,1567
2849,1543
2850,1539
2851,1529
2852,1541
2853,1541
2854,1529
2855,1531
2856,1532
2857,1531
2858,1533
2859,1541
2860,1533
2861,1543
2862,1529
2863,1531
2864,1544
2865,1529
2866,1529
2867,1529
2868,1540
2869,1545
2870,1541
2871,1541
2872,1545
2873,1530
2874,1545
2875,1541
2876,1527
2877,1543
2878,1527
2879,1531
2880,1527
2881,1529
2882,1529
2883,1532
2884,1531
2885,1525
2886,1545
2887,1527
2888,1532
2889,1531
2890,1513
2891,1527
2892,1523
2893,1527
2894,1529
2895,1527
2896,1529
2897,1528
2898,1528
2899,1523
2900,1532
2901,1545
2902,1531
2903,1529
2904,1524
2905,1533
2906,1533
2907,1525
2908,1529
2909,1531
2910,1541
2911,1529
2912,1513
2913,1525
2914,1528
2915,1539
2916,1529
2917,1527
2918,1527
2919,1527
2920,1523
2921,1519
2922,1526
2923,1524
2924,1529
2925,1532
2926,1531
2927,1528
2928,1529
2929,1529
2930,1527
2931,1529
2932,1528
2933,1531
2934,1529
2935,1533
2936,1531
2937,1531
2938,1545
2939,1529
2940,1530
2941,1525
2942,1543
2943,1531
2944,1529
2945,1533
2946,1531
2947,1526
2948,1543
2949,1527
2950,1545
2951,1549
2952,1531
2953,1543
2954,1546
2955,1543
2956,1551
2957,1547
2958,1553
2959,1555
2960,1556
2961,1555
2962,1555
2963,1551
2964,1561
2965,1548
2966,1547
2967,1545
2968,1560
2969,1560
2970,1556
2971,1557
2972,1561
2973,1557
2974,1564
2975,1533
2976,1565
2977,1571
2978,1562
2979,1563
2980,1563
2981,1561
2982,1564
2983,1571
2984,1565
2985,1571
2986,1577
2987,1572
2988,1574
2989,1577
2990,1583
2991,1583
2992,1591
2993,1587
2994,1591
2995,1597
2996,1595
2997,1607
2998,1595
2999,1605
3000,1605
3001,1599
3002,1608
3003,1611
3004,1617
3005,1614
3006,1614
3007,1614
3008,1614
3009,1621
3010,1625
3011,1629
3012,1627
3013,1630
3014,1629
3015,1637
3016,1643
3017,1641
3018,1639
3019,1647
3020,1648
3021,1643
3022,1653
3023,1641
3024,1655
3025,1655
3026,1659
3027,1673
3028,1671
3029,1676
3030,1677
3031,1675
3032,1685
3033,1681
3034,1689
3035,1689
3036,1688
3037,1691
3038,1693
3039,1693
3040,1692
3041,1700
3042,1704
3043,1704
3044,1705
3045,1715
3046,1709
3047,1723
3048,1716
3049,1756
3050,1718
3051,1723
3052,1743
3053,1748
3054,1747
3055,1747
3056,1751
3057,1751
3058,1749
3059,1755
3060,1754
3061,1751
3062,1759
3063,1765
3064,1767
3065,1775
3066,1775
3067,1741
3068,1774
3069,1782
3070,1779
3071,1783
3072,1783
3073,1798
3074,1798
3075,1805
3076,1820
3077,1805
3078,1807
3079,1819
3080,1815
3081,1817
3082,1828
3083,1813
3084,1820
3085,1814
3086,1831
3087,1831
3088,1838
3089,1843
3090,1839
3091,1849
3092,1845
3093,1847
3094,1849
3095,1845
3096,1863
3097,1863
3098,1855
3099,1863
3100,1863
3101,1865
3102,1875
3103,1880
3104,1875
3105,1867
3106,1878
3107,1881
3108,1883
3109,1884
3110,1891
3111,1884
3112,1895
3113,1904
3114,1892
3115,1903
3116,1903
3117,1903
3118,1903
3119,1902
3120,1907
3121,1899
3122,1913
3123,1916
3124,1928
3125,1928
3126,1933
3127,1929
3128,1943
3129,1941
3130,1943
3131,1941
3132,1947
3133,1944
3134,1947
3135,1951
3136,1948
3137,1957
3138,1955
3139,1955
3140,1959
3141,1959
3142,1973
3143,1967
3144,1971
3145,1965
3146,1981
3147,1982
3148,1979
3149,1971
3150,1978
3151,1979
3152,1991
3153,1998
3154,1997
3155,2005
3156,1995
3157,2003
3158,1991
3159,1999
3160,1995
3161,2002
3162,2008
3163,2005
3164,2011
3165,2009
3166,2009
3167,2021
3168,2019
3169,2023
3170,2013
3171,2018
3172,2023
3173,2021
3174,2013
3175,2024
3176,2027
3177,2028
3178,2029
3179,2029
3180,2035
3181,2040
3182,2031
3183,2043
3184,2039
3185,2054
3186,2059
3187,2042
3188,2058
3189,2055
3190,2057
3191,2065
3192,2063
3193,2071
3194,2071
3195,2069
3196,2073
3197,2071
3198,2075
3199,2075
3200,2068
3201,2084
3202,2084
3203,2083
3204,2077
3205,2087
3206,2091
3207,2091
3208,2085
3209,2085
3210,2089
3211,2106
3212,2101
3213,2101
3214,2103
3215,2103
3216,2111
3217,2105
3218,2102
3219,2109
3220,2109
3221,2107
3222,2118
3223,2121
3224,2119
3225,2111
3226,2116
3227,2109
3228,2123
3229,2126
3230,2133
3231,2130
3232,2135
3233,2135
3234,2125
3235,2135
3236,2143
3237,2131
3238,2097
3239,2142
3240,2147
3241,2143
3242,2151
3243,2147
3244,2151
3245,2155
3246,2155
3247,2159
3248,2159
3249,2165
3250,2159
3251,2159
3252,2163
3253,2159
3254,2163
3255,2169
3256,2165
3257,2165
3258,2173
3259,2168
3260,2173
3261,2181
3262,2183
3263,2181
3264,2181
3265,2184
3266,2185
3267,2237
3268,2185
3269,2195
3270,2191
3271,2201
3272,2197
3273,2197
3274,2199
3275,2199
3276,2195
3277,2199
3278,2201
3279,2204
3280,2205
3281,2207
3282,2207
3283,2207
3284,2215
3285,2214
3286,2212
3287,2213
3288,2219
3289,2213
3290,2213
3291,2223
3292,2229
3293,2221
3294,2223
3295,2221
3296,2268
3297,2223
3298,2227
3299,2239
3300,2235
3301,2239
3302,2245
3303,2246
3304,2249
3305,2201
3306,2239
3307,2251
3308,2239
3309,2249
3310,2254
3311,2255
3312,2265
3313,2250
3314,2255
3315,2255
3316,2255
3317,2255
3318,2269
3319,2263
3320,2267
3321,2263
3322,2264
3323,2265
3324,2267
3325,2267
3326,2275
3327,2271
3328,2279
3329,2281
3330,2277
3331,2277
3332,2287
3333,2286
3334,2323
3335,2291
3336,2291
3337,2295
3338,2295
3339,2296
3340,2299
3341,2295
3342,2296
3343,2293
3344,2301
3345,2309
3346,2303
3347,2309
3348,2311
3349,2313
3350,2319
3351,2313
3352,2315
3353,2319
3354,2316
3355,2333
3356,2334
3357,2327
3358,2327
3359,2332
3360,2340
3361,2340
3362,2331
3363,2339
3364,2344
3365,2346
3366,2345
3367,2333
3368,2339
3369,2347
3370,2349
3371,2351
3372,2347
3373,2351
3374,2347
3375,2354
3376,2347
3377,2347
3378,2352
3379,2355
3380,2355
3381,2355
3382,2358
3383,2351
3384,2357
3385,2356
3386,2361
3387,2359
3388,2355
3389,2361
3390,2359
3391,2366
3392,2363
3393,2361
3394,2362
3395,2367
3396,2367
3397,2375
3398,2366
3399,2379
3400,2375
3401,2366
3402,2365
3403,2380
3404,2375
3405,2383
3406,2380
3407,2379
3408,2383
3409,2383
3410,2385
3411,2388
3412,2379
3413,2386
3414,2380
3415,2385
3416,2391
3417,2387
3418,2389
3419,2392
3420,2393
3421,2391
3422,2393
3423,2351
3424,2392
3425,2397
3426,2391
3427,2395
3428,2405
3429,2399
3430,2405
3431,2405
3432,2407
3433,2405
3434,2411
3435,2411
3436,2401
3437,2415
3438,2411
3439,2407
3440,2409
3441,2413
3442,2409
3443,2411
3444,2408
3445,2422
3446,2409
3447,2345
3448,2409
3449,2415
3450,2413
3451,2413
3452,2403
3453,2413
3454,2413
3455,2411
3456,2393
3457,2421
3458,2409
3459,2419
3460,2415
3461,2413
3462,2423
3463,2421
3464,2411
3465,2403
3466,2420
3467,2405
3468,2420
3469,2415
3470,2419
3471,2411
3472,2421
3473,2424
3474,2424
3475,2421
3476,2425
3477,2421
3478,2421
3479,2423
3480,2421
3481,2420
3482,2429
3483,2414
3484,2415
3485,2415
3486,2421
3487,2445
3488,2415
3489,2413
3490,2420
3491,2418
3492,2413
3493,2424
3494,2420
3495,2416
3496,2423
3497,2421
3498,2445
3499,2413
3500,2423
3501,2419
3502,2415
3503,2413
3504,2413
3505,2419
3506,2409
3507,2417
3508,2420
3509,2441
3510,2420
3511,2421
3512,2415
3513,2409
3514,2419
3515,2413
3516,2421
3517,2409
3518,2413
3519,2429
3520,2416
3521,2415
3522,2410
3523,2419
3524,2419
3525,2421
3526,2411
3527,2414
3528,2415
3529,2419
3530,2420
3531,2420
3532,2406
3533,2421
3534,2415
3535,2421
3536,2412
3537,2422
3538,2410
3539,2415
3540,2415
3541,2415
3542,2511
3543,2427
3544,2422
3545,2409
3546,2419
3547,2415
3548,2409
3549,2412
3550,2414
3551,2407
3552,2411
3553,2408
3554,2408
3555,2413
3556,2407
3557,2411
3558,2413
3559,2399
3560,2413
3561,2401
3562,2398
3563,2408
3564,2409
3565,2405
3566,2397
3567,2395
3568,2405
3569,2401
3570,2379
3571,2363
3572,2385
3573,2405
3574,2387
3575,2392
3576,2387
3577,2385
3578,2387
3579,2395
3580,2381
3581,2446
3582,2379
3583,2363
3584,2377
3585,2378
3586,2378
3587,2379
3588,2365
3589,2364
3590,2363
3591,2380
3592,2360
3593,2356
3594,2312
3595,2364
3596,2357
3597,2361
3598,2357
3599,2359
3600,2351
3601,2355
3602,2353
3603,2348
3604,2349
3605,2335
3606,2350
3607,2347
3608,2343
3609,2343
3610,2346
3611,2335
3612,2333
3613,2336
3614,2333
3615,2341
3616,2325
3617,2325
3618,2329
3619,2323
3620,2315
3621,2313
3622,2313
3623,2309
3624,2313
3625,2302
3626,2292
3627,2294
3628,2302
3629,2297
3630,2292
3631,2293
3632,2287
3633,2287
3634,2287
3635,2278
3636,2277
3637,2280
3638,2268
3639,2274
3640,2293
3641,2265
3642,2269
3643,2251
3644,2263
3645,2253
3646,2251
3647,2261
3648,2247
3649,2249
3650,2253
3651,2238
3652,2239
3653,2235
3654,2319
3655,2253
3656,2330
3657,2228
3658,2331
3659,2217
3660,2219
3661,2207
3662,2212
3663,2214
3664,2213
3665,2085
3666,2219
3667,2207
3668,2201
3669,2199
3670,2228
3671,2197
3672,2193
3673,2180
3674,2155
3675,2174
3676,2169
3677,2169
3678,2166
3679,2168
3680,2157
3681,2163
3682,2159
3683,2152
3684,2157
3685,2151
3686,2152
3687,2143
3688,2145
3689,2134
3690,2135
3691,2135
3692,2133
3693,2122
3694,2125
3695,2122
3696,2122
3697,2116
3698,2221
3699,2109
3700,2125
3701,2115
3702,2124
3703,2099
3704,2095
3705,2093
3706,2090
3707,2087
3708,2091
3709,2078
3710,2075
3711,2076
3712,2075
3713,2071
3714,2055
3715,2056
3716,2060
3717,2053
3718,2063
3719,2056
3720,2059
3721,2057
3722,2042
3723,2037
3724,2037
3725,2027
3726,2023
3727,2021
3728,2022
3729,2020
3730,2013
3731,2019
3732,2013
3733,2007
3734,2013
3735,2005
3736,2007
3737,1999
3738,2002
3739,1983
3740,1995
3741,1991
3742,1991
3743,1989
3744,1979
3745,1982
3746,1972
3747,1967
3748,1971
3749,1966
3750,1961
3751,1959
3752,1949
3753,1959
3754,1948
3755,1944
3756,1901
3757,1946
3758,1982
3759,1929
3760,2007
3761,1929
3762,1908
3763,1917
3764,1904
3765,1907
3766,1907
3767,1903
3768,1893
3769,1899
3770,1903
3771,1895
3772,1883
3773,1893
3774,1884
3775,1887
3776,1879
3777,1877
3778,1867
3779,1870
3780,1868
3781,1869
3782,1865
3783,1863
3784,1849
3785,1851
3786,1867
3787,1852
3788,1846
3789,1846
3790,1852
3791,1822
3792,1829
3793,1815
3794,1823
3795,1819
3796,1817
3797,1835
3798,1816
3799,1657
3800,1799
3801,1803
3802,1804
3803,1804
3804,1784
3805,1797
3806,1775
3807,1785
3808,1787
3809,1783
3810,1805
3811,1768
3812,1771
3813,1772
3814,1762
3815,1763
3816,1763
3817,1755
3818,1755
3819,1751
3820,1751
3821,1749
3822,1751
3823,1749
3824,1749
3825,1738
3826,1739
3827,1719
3828,1717
3829,1719
3830,1722
3831,1715
3832,1705
3833,1709
3834,1703
3835,1701
3836,1701
3837,1699
3838,1699
3839,1702
3840,1706
3841,1693
3842,1701
3843,1670
3844,1692
3845,1685
3846,1676
3847,1686
3848,1677
3849,1679
3850,1678
3851,1669
3852,1657
3853,1659
3854,1656
3855,1657
3856,1659
3857,1651
3858,1651
3859,1643
3860,1645
3861,1644
3862,1639
3863,1637
3864,1620
3865,1629
3866,1631
3867,1631
3868,1619
3869,1624
3870,1625
3871,1619
3872,1617
3873,1546
3874,1615
3875,1611
3876,1611
3877,1613
3878,1607
3879,1607
3880,1605
3881,1614
3882,1598
3883,1593
3884,1595
3885,1587
3886,1593
3887,1599
3888,1590
3889,1593
3890,1587
3891,1593
3892,1578
3893,1587
3894,1587
3895,1573
3896,1571
3897,1567
3898,1566
3899,1564
3900,1564
3901,1559
3902,1559
3903,1560
3904,1561
3905,1553
3906,1559
3907,1565
3908,1557
3909,1547
3910,1554
3911,1553
3912,1545
3913,1541
3914,1554
3915,1553
3916,1531
3917,1541
3918,1533
3919,1529
3920,1543
3921,1530
3922,1527
3923,1526
3924,1523
3925,1517
3926,1517
3927,1506
3928,1513
3929,1509
3930,1508
3931,1496
3932,1497
3933,1496
3934,1493
3935,1496
3936,1495
3937,1492
3938,1491
3939,1492
3940,1495
3941,1491
3942,1490
3943,1495
3944,1496
3945,1483
3946,1491
3947,1469
3948,1476
3949,1482
3950,1469
3951,1480
3952,1471
3953,1467
3954,1448
3955,1467
3956,1463
3957,1466
3958,1465
3959,1467
3960,1459
3961,1467
3962,1513
3963,1461
3964,1458
3965,1449
3966,1460
3967,1451
3968,1445
3969,1449
3970,1449
3971,1451
3972,1443
3973,1447
3974,1447
3975,1448
3976,1439
3977,1447
3978,1447
3979,1439
3980,1439
3981,1437
3982,1438
3983,1443
3984,1432
3985,1432
3986,1433
3987,1435
3988,1438
3989,1433
3990,1432
3991,1427
3992,1427
3993,1432
3994,1423
3995,1430
3996,1439
3997,1423
3998,1427
3999,1429
4000,1428
4001,1427
4002,1415
4003,1431
4004,1419
4005,1407
4006,1405
4007,1421
4008,1430
4009,1461
4010,1418
4011,1443
4012,1415
4013,1404
4014,1407
4015,1407
4016,1396
4017,1408
4018,1402
4019,1404
4020,1407
4021,1405
4022,1413
4023,1403
4024,1407
4025,1402
4026,1399
4027,1403
4028,1401
4029,1403
4030,1401
4031,1404
4032,1397
4033,1406
4034,1415
4035,1401
4036,1395
4037,1403
4038,1400
4039,1391
4040,1406
4041,1405
4042,1395
4043,1407
4044,1403
4045,1401
4046,1399
4047,1403
4048,1403
4049,1405
4050,1399
4051,1404
4052,1405
4053,1397
4054,1403
4055,1403
4056,1398
4057,1401
4058,1399
4059,1400
4060,1396
4061,1405
4062,1395
4063,1403
4064,1397
4065,1391
4066,1399
4067,1401
4068,1405
4069,1399
4070,1405
4071,1399
4072,1399
4073,1399
4074,1401
4075,1402
4076,1400
4077,1397
4078,1401
4079,1400
4080,1401
4081,1404
4082,1403
4083,1404
4084,1399
4085,1405
4086,1407
4087,1399
4088,1401
4089,1401
4090,1401
4091,1400
4092,1403
4093,1397
4094,1401
4095,1407
4096,1401
4097,1404
4098,1402
4099,1405
4100,1403
4101,1395
4102,1407
4103,1403
4104,1405
4105,1405
4106,1405
4107,1407
4108,1401
4109,1396
4110,1413
4111,1399
4112,1417
4113,1414
4114,1407
4115,1415
4116,1403
4117,1417
4118,1404
4119,1407
4120,1415
4121,1413
4122,1407
4123,1416
4124,1405
4125,1421
4126,1419
4127,1406
4128,1415
4129,1413
4130,1415
4131,1417
4132,1407
4133,1416
4134,1415
4135,1417
4136,1421
4137,1420
4138,1421
4139,1421
4140,1431
4141,1433
4142,1427
4143,1427
4144,1431
4145,1431
4146,1437
4147,1427
4148,1435
4149,1429
4150,1431
4151,1427
4152,1435
4153,1434
4154,1432
4155,1433
4156,1436
4157,1445
4158,1387
4159,1447
4160,1461
4161,1443
4162,1445
4163,1437
4164,1447
4165,1451
4166,1448
4167,1443
4168,1450
4169,1455
4170,1459
4171,1457
4172,1431
4173,1454
4174,1460
4175,1459
4176,1463
4177,1463
4178,1461
4179,1465
4180,1469
4181,1469
4182,1479
4183,1486
4184,1487
4185,1485
4186,1492
4187,1491
4188,1491
4189,1485
4190,1491
4191,1497
4192,1491
4193,1494
4194,1496
4195,1497
4196,1499
4197,1501
4198,1506
4199,1507
4200,1513
4201,1513
4202,1519
4203,1523
4204,1526
4205,1528
4206,1531
4207,1523
4208,1532
4209,1543
4210,1539
4211,1543
4212,1544
4213,1547
4214,1560
4215,1555
4216,1553
4217,1551
4218,1557
4219,1563
4220,1560
4221,1561
4222,1562
4223,1565
4224,1566
4225,1565
4226,1559
4227,1564
4228,1567
4229,1581
4230,1577
4231,1581
4232,1575
4233,1583
4234,1592
4235,1593
4236,1597
4237,1588
4238,1597
4239,1596
4240,1611
4241,1599
4242,1599
4243,1599
4244,1613
4245,1613
4246,1611
4247,1612
4248,1613
4249,1619
4250,1625
4251,1619
4252,1625
4253,1625
4254,1625
4255,1629
4256,1630
4257,1630
4258,1636
4259,1643
4260,1643
4261,1641
4262,1643
4263,1643
4264,1645
4265,1645
4266,1655
4267,1653
4268,1652
4269,1639
4270,1655
4271,1660
4272,1671
4273,1669
4274,1663
4275,1676
4276,1684
4277,1683
4278,1663
4279,1687
4280,1685
4281,1691
4282,1688
4283,1690
4284,1693
4285,1703
4286,1693
4287,1700
4288,1698
4289,1701
4290,1701
4291,1704
4292,1705
4293,1710
4294,1718
4295,1711
4296,1714
4297,1717
4298,1721
4299,1723
4300,1723
4301,1733
4302,1736
4303,1747
4304,1746
4305,1751
4306,1755
4307,1747
4308,1747
4309,1755
4310,1751
4311,1755
4312,1755
4313,1759
4314,1766
4315,1767
4316,1769
4317,1767
4318,1770
4319,1775
4320,1775
4321,1782
4322,1783
4323,1781
4324,1779
4325,1799
4326,1791
4327,1789
4328,1797
4329,1807
4330,1807
4331,1801
4332,1791
4333,1804
4334,1816
4335,1829
4336,1813
4337,1875
4338,1827
4339,1821
4340,1818
4341,1823
4342,1829
4343,1829
4344,1830
4345,1835
4346,1835
4347,1843
4348,1845
4349,1844
4350,1849
4351,1848
4352,1847
4353,1855
4354,1853
4355,1854
4356,1853
4357,1855
4358,1865
4359,1864
4360,1863
4361,1863
4362,1869
4363,1865
4364,1867
4365,1874
4366,1879
4367,1865
4368,1877
4369,1876
4370,1879
4371,1883
4372,1876
4373,1883
4374,1883
4375,1891
4376,1895
4377,1903
4378,1897
4379,1899
4380,1903
4381,1903
4382,1899
4383,1909
4384,1907
4385,1908
4386,1912
4387,1907
4388,1927
4389,1908
4390,1916
4391,1917
4392,1925
4393,1918
4394,1929
4395,1933
4396,1939
4397,1933
4398,1939
4399,1939
4400,1941
4401,1949
4402,1944
4403,1943
4404,1948
4405,1948
4406,1957
4407,1955
4408,1959
4409,1957
4410,1955
4411,1963
4412,1960
4413,1967
4414,1965
4415,1967
4416,1973
4417,1980
4418,1984
4419,1979
4420,1974
4421,1980
4422,1993
4423,1991
4424,1981
4425,1993
4426,2003
4427,1999
4428,1995
4429,1999
4430,1997
4431,2009
4432,2005
4433,1998
4434,2003
4435,2005
4436,2003
4437,2005
4438,2011
4439,2014
4440,2009
4441,2008
4442,2019
4443,2018
4444,2019
4445,2023
4446,2012
4447,2012
4448,2015
4449,2018
4450,2031
4451,2019
4452,2027
4453,2024
4454,2027
4455,2040
4456,2035
4457,2021
4458,2037
4459,2043
4460,2043
4461,2027
4462,2045
4463,2057
4464,2057
4465,2055
4466,2067
4467,2059
4468,2065
4469,2065
4470,2067
4471,2072
4472,2075
4473,2071
4474,2073
4475,2069
4476,2070
4477,2069
4478,2072
4479,2079
4480,2087
4481,2085
4482,2089
4483,2084
4484,2085
4485,2087
4486,2080
4487,2089
4488,2089
4489,2087
4490,2088
4491,2088
4492,2103
4493,2093
4494,2107
4495,2103
4496,2104
4497,2101
4498,2103
4499,2117
4500,2110
4501,2108
4502,2111
4503,2119
4504,2111
4505,2111
4506,2117
4507,2111
4508,2119
4509,2116
4510,2119
4511,2119
4512,2121
4513,2162
4514,2131
4515,2135
4516,2127
4517,2131
4518,2135
4519,2126
4520,2133
4521,2137
4522,2140
4523,2136
4524,2141
4525,2143
4526,2139
4527,2151
4528,2143
4529,2156
4530,2151
4531,2154
4532,2154
4533,2153
4534,2155
4535,2157
4536,2155
4537,2153
4538,2159
4539,2157
4540,2157
4541,2165
4542,2159
4543,2167
4544,2159
4545,2171
4546,2155
4547,2165
4548,2166
4549,2157
4550,2163
4551,2159
4552,2157
4553,2171
4554,2185
4555,2180
4556,2172
4557,2174
4558,2165
4559,2175
4560,2180
4561,2184
4562,2171
4563,2171
4564,2181
4565,2174
4566,2174
4567,2175
4568,2171
4569,2183
4570,2183
4571,2183
4572,2187
4573,2185
4574,2187
4575,2183
4576,2194
4577,2187
4578,2191
4579,2189
4580,2195
4581,2191
4582,2191
4583,2183
4584,2197
4585,2191
4586,2197
4587,2123
4588,2203
4589,2197
4590,2198
4591,2190
4592,2195
4593,2201
4594,2204
4595,2205
4596,2205
4597,2195
4598,2203
4599,2196
4600,2201
4601,2204
4602,2203
4603,2204
4604,2215
4605,2207
4606,2204
4607,2205
4608,2205
4609,2212
4610,2211
4611,2213
4612,2211
4613,2212
4614,2205
4615,2204
4616,2213
4617,2215
4618,2214
4619,2219
4620,2217
4621,2217
4622,2211
4623,2215
4624,2213
4625,2215
4626,2217
4627,2212
4628,2172
4629,2215
4630,2215
4631,2215
4632,2205
4633,2216
4634,2215
4635,2212
4636,2213
4637,2219
4638,2221
4639,2215
4640,2220
4641,2207
4642,2216
4643,2219
4644,2215
4645,2215
4646,2222
4647,2205
4648,2211
4649,2213
4650,2221
4651,2223
4652,2218
4653,2211
4654,2215
4655,2219
4656,2216
4657,2219
4658,2221
4659,2233
4660,2218
4661,2187
4662,2229
4663,2221
4664,2215
4665,2259
4666,2212
4667,2175
4668,2219
4669,2217
4670,2217
4671,2246
4672,2217
4673,2219
4674,2223
4675,2221
4676,2217
4677,2207
4678,2219
4679,2219
4680,2219
4681,2224
4682,2207
4683,2221
4684,2213
4685,2217
4686,2216
4687,2219
4688,2219
4689,2217
4690,2213
4691,2217
4692,2221
4693,2221
4694,2223
4695,2218
4696,2223
4697,2215
4698,2219
4699,2223
4700,2222
4701,2216
4702,2215
4703,2220
4704,2216
4705,2221
4706,2212
4707,2217
4708,2216
4709,2220
4710,2229
4711,2217
4712,2201
4713,2210
4714,2231
4715,2213
4716,2216
4717,2208
4718,2219
4719,2217
4720,2214
4721,2213
4722,2213
4723,2213
4724,2213
4725,2207
4726,2215
4727,2217
4728,2216
4729,2205
4730,2211
4731,2203
4732,2212
4733,2211
4734,2207
4735,2207
4736,2202
4737,2206
4738,2201
4739,2199
4740,2205
4741,2205
4742,2205
4743,2198
4744,2200
4745,2199
4746,2203
4747,2195
4748,2199
4749,2204
4750,2198
4751,2158
4752,2199
4753,2138
4754,2199
4755,2219
4756,2197
4757,2190
4758,2200
4759,2187
4760,2184
4761,2182
4762,2183
4763,2184
4764,2183
4765,2181
4766,2183
4767,2185
4768,2183
4769,2173
4770,2173
4771,2184
4772,2169
4773,2184
4774,2175
4775,2168
4776,2175
4777,2172
4778,2165
4779,2172
4780,2160
4781,2165
4782,2167
4783,2166
4784,2170
4785,2163
4786,2173
4787,2163
4788,2163
4789,2165
4790,2169
4791,2165
4792,2159
4793,2163
4794,2077
4795,2154
4796,2108
4797,2159
4798,2151
4799,2141
4800,2147
4801,2153
4802,2147
4803,2142
4804,2147
4805,2147
4806,2140
4807,2133
4808,2133
4809,2135
4810,2355
4811,2131
4812,2127
4813,2123
4814,2123
4815,2121
4816,2123
4817,2109
4818,2111
4819,2119
4820,2110
4821,2111
4822,2108
4823,2109
4824,2107
4825,2121
4826,2111
4827,2105
4828,2105
4829,2099
